text,cleaned_text,category,label,urgency
"I bought some articles, how to cancel order {{Order Number}}?",bought article cancel order order number,complaint,0,medium
i do not want purchase {{Order Number}},want purchase order number,complaint,0,low
I don't know how I can camcel purchase {{Order Number}},dont know camcel purchase order number,complaint,0,low
could uhelp me cancelin order {{Order Number}},could uhelp cancelin order order number,complaint,0,medium
I want help to cancel order {{Order Number}},want help cancel order order number,complaint,0,medium
i want assistance to cancel purchase {{Order Number}},want assistance cancel purchase order number,complaint,0,medium
i do not know how i can canmcel order {{Order Number}},know canmcel order order number,complaint,0,low
i need assistance canceling roder {{Order Number}},need assistance canceling roder order number,complaint,0,low
can uhelp me canceling purchase {{Order Number}},uhelp canceling purchase order number,complaint,0,medium
"I can't afford this item, I try to cancel order {{Order Number}}",cant afford item try cancel order order number,complaint,0,medium
i dont know how i can cancel purchase {{Order Number}},dont know cancel purchase order number,complaint,0,medium
I can't pay  for order {{Order Number}},cant pay order order number,complaint,0,low
I have a question about canceling order {{Order Number}},question canceling order order number,complaint,0,low
i need help with cancelling purchase {{Order Number}},need help cancelling purchase order number,complaint,0,medium
i dont know how to cncel purchase {{Order Number}},dont know cncel purchase order number,complaint,0,low
i need assistance to cancel purchase {{Order Number}},need assistance cancel purchase order number,complaint,0,medium
I don't want order {{Order Number}},dont want order order number,complaint,0,low
"I purchased some product, cancel order {{Order Number}}",purchased product cancel order order number,complaint,0,medium
have a question abut canceling purchase {{Order Number}},question abut canceling purchase order number,complaint,0,low
I have to cancel purchase {{Order Number}},cancel purchase order number,complaint,0,medium
what do i have to do to cancel purchase {{Order Number}},cancel purchase order number,complaint,0,medium
where to cancel purchase {{Order Number}}?,cancel purchase order number,complaint,0,medium
problem with cancelig order {{Order Number}},problem cancelig order order number,complaint,0,medium
I'm rtying to cancel order {{Order Number}},im rtying cancel order order number,complaint,0,medium
I need help with cancelling purhase {{Order Number}},need help cancelling purhase order number,complaint,0,medium
"I do not want the item I purchased, can I cancel the order?",want item purchased cancel order,complaint,0,low
i need help with cancelliung order {{Order Number}},need help cancelliung order order number,complaint,0,medium
"I bought some items, cancel order {{Order Number}}",bought item cancel order order number,complaint,0,medium
"I bought something, help me cancel purchasae {{Order Number}}",bought something help cancel purchasae order number,complaint,0,medium
how to cancel the purchase i made,cancel purchase made,complaint,0,low
"I have bought some items, cancel order {{Order Number}}",bought item cancel order order number,complaint,0,medium
can you help me canceling purchase {{Order Number}}?,help canceling purchase order number,complaint,0,medium
need help with cancelling purchase {{Order Number}},need help cancelling purchase order number,complaint,0,medium
help me cancel ordere {{Order Number}},help cancel ordere order number,complaint,0,medium
i don want order {{Order Number}} I'd like to cancel it,want order order number id like cancel,complaint,0,low
I can't aford order {{Order Number}},cant aford order order number,complaint,0,low
order cancelation,order cancelation,complaint,0,low
i have a provlem with cancelling order {{Order Number}},provlem cancelling order order number,complaint,0,low
I have a probllem with canceling order {{Order Number}},probllem canceling order order number,complaint,0,low
help canceling order {{Order Number}},help canceling order order number,complaint,0,medium
"I do not want this article, cancel order {{Order Number}}",want article cancel order order number,complaint,0,medium
help  me cancelling purchase {{Order Number}},help cancelling purchase order number,complaint,0,medium
cancel purchase370795561790,cancel purchase370795561790,complaint,0,medium
i need help with canceling orer {{Order Number}},need help canceling orer order number,complaint,0,medium
"I have gotr to cancel order {{Order Number}}, I need help",gotr cancel order order number need help,complaint,0,medium
can ya help me cancel order {{Order Number}},ya help cancel order order number,complaint,0,medium
were can i cancel purchase {{Order Number}},cancel purchase order number,complaint,0,medium
can uhelp me to cancel purchase {{Order Number}},uhelp cancel purchase order number,complaint,0,medium
"I bought some bloody articles, cancel order {{Order Number}}",bought bloody article cancel order order number,complaint,0,medium
i can no longer afford order {{Order Number}} could i cancel it,longer afford order order number could cancel,complaint,0,low
I need help with canxeling purchase {{Order Number}},need help canxeling purchase order number,complaint,0,medium
i need assistance cancelling uprchase {{Order Number}},need assistance cancelling uprchase order number,complaint,0,low
have problems wth canceling purchase {{Order Number}},problem wth canceling purchase order number,complaint,0,medium
